Size,Bedrooms,Bathrooms,Location,Price
2027,3,2,Suburbs,355040.4649570063
2229,5,1,Rural Area,420813.65001063654
622,4,1,Rural Area,192307.2116002787
1936,4,3,City Centre,378168.0490218983
1662,4,2,City Centre,314735.506201886
2986,1,1,Suburbs,380105.0715365174
1061,3,1,City Centre,244742.81190727494
2665,4,2,City Centre,430119.8720070879
2237,2,2,City Centre,328781.0506235978
1404,5,3,Rural Area,337493.1554026511
894,3,3,Suburbs,251457.06190510825
2226,2,3,City Centre,370214.83506116795
2216,1,1,Suburbs,329431.12787211686
1434,4,2,Suburbs,339249.346940926
1601,2,3,Suburbs,295150.4675528784
1935,3,2,Rural Area,311437.84401434974
574,2,1,Suburbs,168733.18896362
794,1,1,Suburbs,137640.5031107653
520,5,2,City Centre,270043.5038304015
1538,4,2,City Centre,302650.85739293514
1734,3,3,Rural Area,348102.6438763113
1059,4,2,Suburbs,272210.4301441796
1609,4,3,Rural Area,340787.73003558035
1672,4,2,Suburbs,295577.698649353
871,2,2,Rural Area,191334.397268893
2527,2,2,Suburbs,364813.6091909362
1317,5,1,City Centre,289218.3316456873
1674,1,1,Rural Area,254256.56854952822
1664,3,1,City Centre,278172.47919000336
1592,2,3,Suburbs,304000.5803003367
1783,4,3,Rural Area,351374.48176114185
2511,1,1,City Centre,349249.28101616795
1345,3,1,City Centre,229797.95863014544
2491,3,2,City Centre,404718.34276175423
1020,3,2,Suburbs,274585.864194448
870,3,3,Rural Area,238810.44512385677
1942,5,3,City Centre,413341.51363128796
600,3,2,Suburbs,199444.8912777619
1160,1,3,Suburbs,222631.11637272342
2181,2,1,Suburbs,327318.24724865693
742,1,2,Rural Area,205583.99396771123
1011,4,2,Suburbs,290877.4296435413
2773,5,3,Suburbs,441677.2154603193
2041,5,2,Rural Area,363526.3036039104
2761,4,2,Rural Area,434358.03046931763
2614,1,1,Suburbs,332258.3452449633
895,1,2,Suburbs,197147.22144028786
1111,4,2,City Centre,268329.69164358283
1760,3,2,Rural Area,306931.53645852767
2357,3,2,Rural Area,415248.0675225096
1269,2,1,City Centre,247554.12177509745
1922,1,2,Suburbs,306497.5647724374
906,1,1,Suburbs,159455.75767923964
2372,4,1,Suburbs,381456.26252195786
2003,4,1,Suburbs,342559.44683899457
2769,3,3,City Centre,433776.58127239865
1679,1,3,Rural Area,274094.58569300134
1153,1,2,Rural Area,233750.8215627331
2975,5,1,Suburbs,489122.4219554997
1681,2,3,City Centre,318408.8232849579
1476,2,2,Suburbs,265599.61987540143
1939,3,3,Suburbs,340841.8801356941
2918,1,1,City Centre,398449.1053895667
1867,5,2,City Centre,373176.0597748506
728,1,1,Rural Area,168929.4178755503
2827,4,1,Rural Area,433818.14682167844
2393,3,3,Suburbs,379440.85777507204
1813,2,2,Suburbs,332567.78814873216
1570,1,2,Rural Area,306075.3284214697
1474,3,2,City Centre,278758.45336207974
2238,2,3,Suburbs,358013.3986573494
1257,1,2,Suburbs,218087.6264505396
820,5,3,City Centre,263742.38580722647
2821,3,2,Suburbs,434025.77188673045
1055,1,3,City Centre,208918.37992068974
1343,2,2,Rural Area,235196.0487738711
1836,2,3,Rural Area,327524.5428337806
1886,5,1,Rural Area,336106.5931088449
1167,3,1,Rural Area,229379.83771345657
2927,3,1,Rural Area,404174.62567231123
2442,1,2,Suburbs,353450.39941890497
2504,2,3,Rural Area,386883.24228793016
2430,2,1,Suburbs,310623.1099799406
1245,5,2,Suburbs,310214.94236808975
1174,5,3,City Centre,295896.63729878934
2663,3,1,Suburbs,422053.1852888429
1565,2,1,Suburbs,220095.7954631179
2926,1,2,Rural Area,400119.7394433975
2827,4,3,Rural Area,473264.55174850475
1117,1,2,City Centre,187564.9622923414
2665,5,1,City Centre,425926.6936943317
2856,1,2,Suburbs,387506.67642649234
2647,2,2,City Centre,381692.81614595774
2808,3,1,Rural Area,415545.5117650402
1492,4,1,Rural Area,297354.56595131377
1828,3,3,Rural Area,353527.9104774875
1877,4,3,Suburbs,369295.8009395909
785,4,1,Suburbs,225685.49910520416
2875,2,1,City Centre,386973.37250778225
2610,2,3,Rural Area,400946.77091755334
1186,5,2,Suburbs,333566.1433424811
1805,5,1,Suburbs,343773.5459591066
1964,4,1,City Centre,315931.54396618914
1237,5,2,Rural Area,325617.119179101
2458,2,3,Rural Area,422313.3423440474
2394,5,3,City Centre,445950.7557982041
1985,4,2,City Centre,397798.7846437098
2600,3,1,City Centre,387859.46946354094
985,1,2,City Centre,257479.61854312205
2013,5,1,Rural Area,336930.90657146426
2501,2,3,Rural Area,382086.73745909403
1887,3,1,City Centre,325682.58068305615
2956,2,1,Suburbs,385305.664481399
1530,5,1,Suburbs,341655.8916846442
2265,4,1,Rural Area,382439.5152959768
1167,1,1,Rural Area,197388.88602964993
1720,1,3,City Centre,295595.31195085
1334,3,2,Suburbs,277380.90819716704
1375,1,3,Rural Area,265494.21441571304
2914,4,1,Suburbs,431740.646706697
1501,2,2,City Centre,225886.9534696166
749,4,1,Rural Area,237178.07010213597
2439,3,3,Rural Area,397597.0969506617
2118,3,3,Suburbs,351084.37345161306
1763,1,1,Suburbs,253804.7194745253
2927,4,1,Rural Area,433768.09092825296
1371,2,2,Suburbs,227356.24594261765
1334,4,2,Suburbs,275635.25116201036
1418,2,1,City Centre,244501.1577799176
2224,2,2,Suburbs,338995.2661890423
2913,4,1,Rural Area,417628.6167782633
1813,5,1,City Centre,320534.67789353157
2397,4,1,Rural Area,367639.5491646276
902,2,3,City Centre,231134.50038456128
2605,3,1,City Centre,372571.7424081829
1827,3,1,Suburbs,325140.81916234165
1638,1,1,Suburbs,272042.3822067945
709,3,2,Rural Area,245777.08520223555
1564,5,1,Suburbs,333890.76962156023
1315,2,3,City Centre,274948.1933186279
2720,4,3,Suburbs,474547.55135242036
733,4,1,Rural Area,193935.55064121782
1292,5,1,City Centre,306726.598957574
2407,3,1,Rural Area,384684.7136777356
2113,2,3,Suburbs,346092.947899259
2666,3,2,City Centre,423052.382590481
834,1,2,Rural Area,176721.86452790254
1859,3,1,Suburbs,311689.31369967415
2139,1,2,Suburbs,321230.2366064084
1597,4,3,Rural Area,341436.55414543825
1714,2,1,City Centre,248607.47238977562
823,1,2,Rural Area,172026.1793793167
2290,3,1,Suburbs,354846.74046803446
783,3,1,Rural Area,211142.70124842017
712,4,3,Suburbs,259664.98459683414
2158,5,3,City Centre,411288.3922229666
2241,5,2,Rural Area,426260.90177321807
1428,3,3,City Centre,291949.8412187494
1251,5,1,Rural Area,307236.9138835497
1917,2,3,Suburbs,323700.4293441257
2886,5,2,City Centre,450258.884668619
2321,2,2,Suburbs,404470.0015906478
1545,3,2,Rural Area,304483.9686715017
2294,3,3,Suburbs,347581.7434753686
2392,3,3,Rural Area,412270.60507504485
604,4,3,City Centre,238690.88035431196
1989,5,3,Suburbs,411240.632857601
1982,1,3,Suburbs,324038.75032178796
1955,1,2,Rural Area,280227.96177949436
1269,3,2,Rural Area,285302.0630382282
2459,5,3,Rural Area,427644.8734583945
2527,2,1,City Centre,341553.4597789158
878,1,2,Suburbs,181101.13966420814
1212,3,1,Rural Area,225439.25807580305
1872,1,1,Rural Area,282222.21093666705
724,1,2,Suburbs,214112.5480566108
2237,1,1,City Centre,286620.9769580178
1237,3,1,Suburbs,276197.11442633026
735,3,2,Rural Area,201525.3726851614
682,4,2,Suburbs,216326.8783349321
1211,4,3,Rural Area,273269.98872099875
2392,4,2,Rural Area,406059.2705673139
2991,1,1,Suburbs,357625.9675605745
2388,5,2,Suburbs,409319.8118945699
1122,3,3,City Centre,289377.0455840757
1759,4,2,Rural Area,367172.9010599618
1650,5,1,Rural Area,310996.35630990774
1248,4,2,Rural Area,278715.5255260759
2702,4,1,Rural Area,412361.8634842137
2804,5,2,Rural Area,430969.4306523463
2782,4,3,Suburbs,441722.0937672282
2836,1,3,Rural Area,385910.1406836697
1009,1,2,Suburbs,210674.05166961925
2075,1,1,City Centre,297405.8122811012
2323,2,3,Rural Area,369777.23155711364
1284,4,1,City Centre,269178.3929700439
2845,2,2,Suburbs,430727.9624860817
636,3,3,Suburbs,218165.00630230343
2923,5,3,City Centre,507170.0748086733
2634,3,1,Rural Area,400193.8786166947
2277,2,3,Suburbs,365755.0771329884
1722,1,1,Suburbs,274986.85767959966
2984,4,1,Suburbs,437238.1757381102
1833,4,2,Suburbs,325408.36746074614
2277,1,1,Suburbs,312109.37522484106
1804,4,3,Suburbs,385449.0785507651
1263,5,1,City Centre,295580.49185781606
1201,5,3,Rural Area,305010.998556376
651,5,1,Rural Area,213878.55004204815
1825,3,2,Rural Area,292063.2870554401
1801,1,2,Rural Area,263699.30210809706
2211,5,1,City Centre,392108.1598617431
1531,2,1,City Centre,253350.44695086012
1306,5,1,Rural Area,300044.23015577963
734,3,2,Suburbs,195158.7686218041
1060,2,1,Rural Area,231532.63677981045
1825,1,1,Suburbs,282549.48734204954
537,1,3,Suburbs,157455.95756913326
1659,5,2,City Centre,317666.66366625455
920,2,2,Suburbs,217004.47665242382
1742,2,1,City Centre,239873.43687052123
847,5,1,Rural Area,223394.49321435788
2331,5,3,City Centre,420028.40083512524
2069,4,1,Suburbs,334269.29350935726
2418,4,2,Suburbs,427698.29628666036
2820,5,3,Suburbs,470411.0389389448
2401,3,2,Rural Area,389849.6392175982
2855,4,1,City Centre,386951.4011837457
1897,5,3,Rural Area,349010.43080996396
2324,2,2,City Centre,338881.682527888
2991,4,2,Rural Area,463368.4252191126
1728,3,2,Rural Area,287391.60733339575
904,1,1,Suburbs,182655.5167744831
2221,2,1,Rural Area,354067.00910850486
1720,3,1,Rural Area,281227.3556062404
614,3,1,City Centre,186170.72281845048
2176,3,2,Rural Area,352116.7886727766
564,2,3,Suburbs,182921.37048637707
1799,3,1,Rural Area,311267.17121926695
1324,1,3,City Centre,247575.04536622233
2786,4,2,City Centre,434950.5042926649
2849,2,1,Rural Area,392728.8806273905
1915,3,2,Rural Area,348755.8909675228
1468,5,1,City Centre,323875.20288129285
868,4,1,Suburbs,196700.13451667916
732,2,3,Rural Area,190482.5711536857
2742,5,2,Suburbs,465887.37737781275
1406,5,2,Suburbs,372231.59812263265
1420,3,2,Rural Area,268901.54441890283
1188,2,3,Suburbs,223832.4094395534
676,3,3,City Centre,268166.49269590917
2764,1,2,Suburbs,401734.72401423234
1534,5,2,City Centre,357421.12552344886
1969,1,1,Rural Area,284103.53277563665
1129,3,1,Suburbs,236883.8352515679
663,4,3,City Centre,238451.0317967512
2600,5,1,City Centre,440215.7871195282
2765,4,2,Rural Area,461545.13036564767
1323,2,2,Suburbs,255562.02585608265
2932,5,1,City Centre,473700.8022358094
555,1,1,City Centre,168340.73608180444
617,4,3,Rural Area,255466.9002920986
1297,2,1,Suburbs,246350.14422184258
1279,5,3,Suburbs,308464.0879661878
1938,2,1,City Centre,285788.22961515404
2393,1,1,Suburbs,289812.17519430356
1207,5,1,Suburbs,293414.346507567
1603,2,1,Suburbs,267563.51844952593
521,3,2,Suburbs,217555.81092423564
2000,5,2,Suburbs,389133.20099817624
1342,5,2,Suburbs,307722.13236443565
2260,5,1,Suburbs,381304.88346637925
1616,5,3,City Centre,363509.1805824912
691,3,1,City Centre,199148.07445935748
1518,1,2,Suburbs,288261.09851526713
1626,3,3,Suburbs,315426.5853610844
895,3,3,Rural Area,254231.46583091692
1518,2,2,City Centre,304495.3896347967
1066,4,1,Rural Area,248672.1248208396
730,4,3,City Centre,241388.26197954966
1373,2,3,Rural Area,245621.90487445658
739,3,2,Rural Area,206692.751031447
589,2,3,Rural Area,201457.28626282248
2779,5,3,City Centre,500383.16813743237
956,2,3,City Centre,203114.40637489982
2780,2,1,Suburbs,365049.271011856
853,5,1,City Centre,212613.6112959237
1504,4,2,City Centre,346453.4058929962
1856,5,1,City Centre,353822.62176654435
938,1,3,City Centre,200133.05780499688
1898,2,1,Suburbs,258867.07050713693
844,2,3,Suburbs,219360.9566677023
1156,4,3,City Centre,282520.3635400616
2677,3,1,Rural Area,356835.22855032346
2688,5,1,Rural Area,428044.1665069542
2962,3,1,City Centre,445703.9881116692
1616,1,1,Suburbs,241393.54116289876
1125,5,2,Rural Area,316030.59938790434
783,1,1,Suburbs,194435.1689261579
2479,1,2,Suburbs,342531.98524734844
2178,1,3,Rural Area,331012.5565812509
722,5,2,City Centre,262229.27028794057
1243,5,3,Suburbs,339752.96526640956
962,4,2,Rural Area,284648.71961065213
2068,2,2,Suburbs,357170.9110933701
2205,3,3,Rural Area,360828.95374904724
1663,3,2,City Centre,335393.2942855769
2904,1,3,City Centre,415691.47055565205
2236,5,1,City Centre,378162.5798224136
1546,5,3,Suburbs,326716.2319974916
1164,1,2,City Centre,200431.1834978222
1856,2,1,City Centre,297887.41086117254
1514,3,2,City Centre,281572.4078519142
2632,4,1,City Centre,415449.4417425825
1554,2,3,Rural Area,267859.03574977274
2264,5,1,Rural Area,376324.1715044051
2787,1,1,Suburbs,361901.981764783
2413,3,1,Rural Area,362858.18837137555
862,1,2,Rural Area,160660.1831533729
1912,5,1,Rural Area,343619.0351455892
1167,1,3,Rural Area,196820.63658236954
2380,3,3,Rural Area,394326.2860758425
1894,1,3,City Centre,334955.38292516285
598,3,1,Suburbs,169477.76976251428
2594,1,3,Rural Area,355332.19405638234
921,1,2,Rural Area,211752.39315522785
2003,3,3,Suburbs,331885.50743658136
561,1,1,Rural Area,161210.65272154586
1632,2,3,Rural Area,274161.1082804728
2202,4,1,Suburbs,358090.2933093155
1097,2,1,City Centre,209877.35590481324
891,4,3,City Centre,278188.08073768485
1575,2,2,Suburbs,314946.299203095
1812,4,2,City Centre,334271.69818293035
2529,1,3,City Centre,367528.9712392703
2884,3,1,City Centre,379205.5890748737
1309,3,3,City Centre,285083.5168001892
1905,5,1,Rural Area,378595.7052444841
1659,4,1,Suburbs,358157.3014982551
2031,5,1,City Centre,360912.94138117397
1885,5,2,City Centre,382836.18564746244
1380,4,2,Suburbs,321150.1035826099
2099,3,3,Rural Area,336133.20782582014
753,4,2,City Centre,263671.808163519
2567,1,1,City Centre,325560.2584449624
1668,5,1,Rural Area,337091.6875337489
1731,5,3,Suburbs,342842.23110335885
2923,4,1,City Centre,429970.07994242915
665,5,3,City Centre,227737.0860677139
2073,3,3,Suburbs,367630.42301457585
1116,5,1,Rural Area,307296.42949955515
2125,4,2,Suburbs,373156.91091321106
1002,3,1,City Centre,196359.63676175996
1412,3,1,Rural Area,259431.89242937134
2626,5,3,Rural Area,461872.3600470289
1084,4,2,Rural Area,265486.74691069854
2458,5,3,Suburbs,454375.0061230196
895,1,1,Suburbs,214812.03089734376
2131,1,3,Suburbs,326922.9966867028
2380,3,3,City Centre,390395.02957530273
901,5,1,Suburbs,240676.5679435705
1474,1,3,Rural Area,283002.4876862859
723,2,1,City Centre,215513.49941171004
1017,1,3,City Centre,212903.25335768965
735,5,2,City Centre,258592.6453272635
615,5,1,Rural Area,229752.7047954703
725,1,2,Suburbs,157135.18010233762
2777,5,3,Rural Area,487352.47216247895
681,5,2,Suburbs,247289.7708669036
1841,2,2,City Centre,308640.98058311595
709,3,2,City Centre,230216.71332580035
1915,5,3,Rural Area,379965.70489136246
2643,4,1,Suburbs,411175.67641639966
1393,3,3,City Centre,279791.6037350117
2381,3,3,Rural Area,371266.1509812531
1609,4,3,Rural Area,338326.63058510004
2962,1,1,Suburbs,385354.19769481703
2526,2,3,Suburbs,406062.3970852044
893,5,3,Suburbs,269034.0232657258
1343,1,1,City Centre,198302.89263632198
2024,4,1,Rural Area,382951.5019279531
1103,2,1,Suburbs,217923.7454999864
1081,2,2,Rural Area,200558.21918204
2542,2,1,City Centre,358091.5546606689
2439,4,2,City Centre,390762.7181510894
632,1,2,Suburbs,170364.61898362913
2768,5,3,City Centre,463452.82003034017
1475,2,2,Rural Area,292238.3266369874
2313,2,3,Rural Area,340300.25570241304
2043,1,2,City Centre,329866.2595074524
1857,2,1,City Centre,305562.16520963016
538,2,3,City Centre,195256.53459808187
1816,4,2,Rural Area,362289.2229098874
661,3,3,City Centre,245409.6815669512
2409,1,1,Suburbs,325926.84436866693
1627,1,2,Suburbs,295292.85836025927
2708,1,2,Rural Area,383156.79906926054
2158,4,1,City Centre,349845.81385803263
2463,4,2,City Centre,379366.4126014618
1557,5,2,City Centre,357180.1361739025
2789,4,3,Suburbs,453888.63842676126
1466,1,2,Suburbs,210769.67819047027
1389,5,1,Suburbs,310569.4887877336
2660,3,2,Suburbs,400838.9179067443
2865,2,3,Suburbs,408093.79408054554
2570,2,2,Rural Area,397182.4451107394
2166,5,3,Rural Area,395845.64986914565
1941,3,2,City Centre,325032.4434426222
1567,2,3,City Centre,287384.82486441266
627,5,3,Suburbs,278036.42087595246
657,4,2,City Centre,202210.30140911654
1326,1,1,Rural Area,204945.6206229729
2390,3,1,Rural Area,372503.6926188907
1011,2,2,City Centre,231020.67004496485
2592,1,2,Suburbs,336677.55321888963
2766,5,2,Rural Area,448720.63681562117
942,2,2,City Centre,211853.59181128215
2862,1,2,Suburbs,391959.47059752705
2724,4,1,City Centre,413205.25491885655
2775,3,3,Suburbs,463275.3023602613
2226,5,3,Suburbs,415629.09572211065
2506,2,1,Rural Area,385783.49550018396
2195,4,1,Rural Area,355201.20828309224
766,3,3,City Centre,199584.04077089098
1337,3,1,City Centre,308917.8163064658
988,4,2,Suburbs,257063.11230671094
1201,2,1,Rural Area,232492.51358313454
1186,3,1,Suburbs,214596.91127331206
1495,5,1,Suburbs,319738.7382744591
856,1,1,Suburbs,187031.373904231
1371,5,3,Suburbs,309187.57436874375
2473,3,3,Suburbs,399448.0105146772
2751,1,3,Suburbs,388889.1771557077
1051,4,3,City Centre,254478.69787454215
2310,1,2,Rural Area,363491.7556487827
822,1,2,Rural Area,128679.53477639548
2728,1,3,Suburbs,345028.05346764036
582,3,3,Suburbs,215326.30177846507
2850,2,3,Suburbs,400102.1288426223
761,3,1,Rural Area,214642.1119589778
1283,2,2,Rural Area,241387.24897071093
1723,4,2,Suburbs,340269.66808265314
1413,4,1,Rural Area,258959.13057185247
1443,4,1,Suburbs,281349.5781642488
1818,4,1,Suburbs,317949.5621045719
2035,4,2,Suburbs,410380.73661641136
1188,5,1,City Centre,274741.031615695
2943,3,1,Rural Area,373512.0989554995
2272,2,1,Rural Area,354222.39957595436
1338,4,3,Rural Area,303916.43421704386
1377,5,1,Suburbs,308089.2625985789
548,5,3,City Centre,242893.26458748436
792,5,2,Suburbs,233675.10896931635
2151,3,2,Suburbs,381239.1123820142
1035,4,2,Suburbs,243940.97773691965
810,5,3,City Centre,246353.09026121497
1036,5,1,Suburbs,278006.43625650014
2426,4,2,Suburbs,405714.2494753556
733,3,1,City Centre,219687.54064701358
1732,5,3,Suburbs,373809.2782107689
2641,2,2,Suburbs,382596.7287378264
2874,1,1,Rural Area,390553.0144288611
2772,1,1,City Centre,329243.2363117541
1466,1,2,Rural Area,242966.10486555926
1389,3,1,Suburbs,244969.33617359534
2558,5,3,City Centre,455861.1604406577
534,1,2,City Centre,169714.02424538223
946,1,2,Suburbs,200177.64902895415
2263,4,2,Rural Area,400475.5328970448
2988,5,2,Suburbs,503579.25002110953
2058,5,3,City Centre,410868.5160842546
1094,4,3,City Centre,299225.9408813907
2525,5,1,Suburbs,454991.9287465659
2776,2,3,Suburbs,465394.6451474328
843,3,1,Suburbs,206162.42946682428
1603,4,1,Suburbs,286499.19777560764
1919,1,2,Rural Area,240315.12940300335
1813,5,1,Rural Area,384795.27618479903
1978,2,2,Rural Area,306434.07961033046
1651,2,1,Rural Area,279353.098660963
2421,3,3,City Centre,410300.92785102787
1882,2,2,City Centre,324308.9740614551
2622,5,1,Rural Area,422182.65571685723
2069,5,3,Suburbs,417792.08183200896
2394,2,3,City Centre,385242.51070308953
2743,5,2,Suburbs,440739.6979176412
2366,5,2,Rural Area,449128.3320088616
528,1,2,City Centre,166336.99617952792
1205,4,1,City Centre,239824.3021583056
1520,5,2,City Centre,324568.2126080124
2563,5,3,City Centre,443419.2991683229
1946,3,3,Rural Area,338198.33988095284
2159,4,2,City Centre,388125.48531685024
1466,4,2,Rural Area,332422.8829554419
2776,4,3,City Centre,430714.65736755705
1072,2,1,Rural Area,205057.42910647893
2106,1,3,Rural Area,348524.82684528054
1114,1,3,Suburbs,209599.46838811057
825,3,3,Rural Area,223226.07614350517
858,4,2,Suburbs,200751.8132315293
2310,4,1,City Centre,391374.99186818243
2871,5,1,Suburbs,456144.9854385616
2221,2,2,Rural Area,335417.58413350984
1849,2,3,Suburbs,287788.64823650377
664,3,2,City Centre,199544.73863219467
2096,1,2,Suburbs,271144.55782725784
2127,4,1,Rural Area,354192.94354912254
1676,3,1,Rural Area,331014.6654434653
1650,2,2,City Centre,288924.06800319196
692,2,2,City Centre,213848.70854981022
591,2,1,Suburbs,190207.5942817457
638,4,1,City Centre,198236.15300781978
980,4,3,Rural Area,285369.387349275
2996,4,2,Suburbs,404980.24052267044
1856,5,3,Suburbs,386224.53941800125
839,1,3,Suburbs,220413.07599343642
1575,2,3,Suburbs,302948.6664983684
1298,2,1,City Centre,227625.83939548253
974,5,3,Suburbs,317513.9328515634
2948,2,1,Suburbs,422546.4758657632
1962,2,1,Suburbs,300215.3423647348
1104,4,1,Rural Area,285215.6565387111
1320,4,2,Rural Area,302361.2256195145
1097,1,3,City Centre,192503.72780369
2032,2,1,Rural Area,314604.30519339885
1013,3,2,Rural Area,226963.10856609477
2026,2,2,City Centre,332539.1838790199
2377,2,2,City Centre,284960.0789795093
2199,1,1,Suburbs,336782.75955808314
1529,3,1,Suburbs,300235.6213375796
999,2,1,City Centre,236701.27623689157
2184,3,2,Suburbs,358195.5901464084
1216,4,1,Suburbs,289723.45759311295
1641,4,3,Suburbs,343331.35055650416
2008,3,1,City Centre,306126.29498009
1165,2,1,Rural Area,205273.34587169247
2708,3,3,Rural Area,418896.0556403313
2817,3,1,City Centre,431701.78947277233
1579,4,1,City Centre,327227.29482598376
727,3,1,Suburbs,184763.6077409323
648,5,1,City Centre,244152.38540394913
1569,5,2,City Centre,337224.80028889095
1667,4,1,City Centre,292810.5697049931
1131,2,3,City Centre,224467.53696442494
1863,2,3,Suburbs,316678.3389750077
912,4,2,Suburbs,269866.26008949184
2255,2,1,City Centre,320360.98278567754
1019,1,3,City Centre,232703.111366603
1867,5,2,Rural Area,372902.83346766455
2934,1,1,Rural Area,345641.7603266213
2822,1,2,City Centre,422358.77478827274
2900,1,1,Rural Area,398898.7033025896
1602,4,2,Rural Area,292030.0273029397
1097,1,2,Suburbs,217685.36047344556
2159,3,3,Suburbs,400418.6603336864
2185,2,3,Suburbs,361710.0409949331
2660,4,2,Rural Area,417707.09828072414
2688,3,1,City Centre,391342.6968237904
2424,3,1,Suburbs,362377.3763729646
1229,5,1,Rural Area,285069.44267286925
1088,5,1,City Centre,296288.0126573059
2958,3,1,Suburbs,430253.057517194
876,5,3,Rural Area,265338.84925428353
1907,2,2,Suburbs,305253.5144838525
2369,2,3,Rural Area,363968.7986299285
1250,5,1,Suburbs,295786.3942590828
1126,1,2,Rural Area,190260.996088347
2129,3,1,City Centre,307763.62650366424
1494,2,1,Suburbs,235842.09620411874
2083,5,2,Suburbs,357095.1083197121
1202,5,1,Rural Area,254651.50749542107
2559,2,3,City Centre,415388.24835047923
1679,2,3,City Centre,300327.93843695126
976,1,3,Suburbs,220037.76999599682
900,5,1,Rural Area,256215.96982866077
2724,5,3,Suburbs,469736.0626205366
556,4,1,Rural Area,206570.4865211046
2375,1,1,City Centre,334252.39201193204
947,2,3,Suburbs,237085.46321301462
702,2,3,Rural Area,260967.58046192318
2156,3,1,City Centre,320094.5178311595
1237,2,1,Rural Area,207500.00043771276
701,5,1,Suburbs,224158.34184263044
1853,2,1,Rural Area,263840.02299392613
2910,5,3,Suburbs,480235.7910689393
1391,5,1,City Centre,284969.1955085825
2903,1,1,Rural Area,376929.18414152757
715,2,1,City Centre,177968.38062820016
522,1,1,City Centre,111100.69539387597
2702,5,1,Suburbs,450528.6333841482
1709,2,2,Suburbs,274856.78380277246
2796,2,2,City Centre,380841.91066294286
1248,1,2,Suburbs,233586.9809861179
1304,1,3,City Centre,245400.72343853797
633,5,1,Suburbs,228326.01556257898
820,5,3,Suburbs,257145.68250536887
2937,2,1,Rural Area,376438.7577809484
933,2,2,Rural Area,229251.09000929532
1545,4,1,Suburbs,298025.05906491756
1372,4,3,City Centre,316782.8641038754
2598,3,3,City Centre,417851.87039336713
2723,5,1,City Centre,450853.36097646976
752,3,3,Suburbs,229050.8519799326
1465,3,2,Suburbs,281861.19119037094
1238,1,1,City Centre,223142.70754422442
1629,1,2,Rural Area,307593.35067810636
1839,4,2,Rural Area,319058.8054739143
801,3,3,City Centre,224127.19969936283
2477,4,1,Suburbs,398559.40390952706
2815,5,2,Suburbs,417980.47961228085
1050,2,2,City Centre,247207.4227745911
1978,1,1,Rural Area,298698.62290461455
1815,5,3,City Centre,377101.04762587877
2087,5,2,City Centre,398027.4132191866
2322,1,1,City Centre,347337.12650125334
2324,1,1,Rural Area,323183.85370082234
1664,3,2,City Centre,281097.169300518
813,4,2,Rural Area,260508.63972668778
683,5,2,Suburbs,266829.30216118507
2187,3,3,Rural Area,377864.84736044897
1212,3,3,Rural Area,328501.16723081906
2675,5,1,City Centre,430402.7863223701
1810,5,1,Suburbs,310115.7757776213
2933,2,2,City Centre,418488.7714570177
770,4,1,Rural Area,224935.64927202146
2294,5,3,Rural Area,468934.62263100286
1310,1,1,City Centre,223134.8166419759
2962,2,1,Suburbs,396373.6450882921
697,4,2,Rural Area,204594.3389688584
1579,1,2,Rural Area,294056.45191730914
1726,1,3,Rural Area,241972.08122696728
2144,4,1,Suburbs,368786.0552263226
1127,2,1,City Centre,177516.5406844745
1103,1,1,Suburbs,189464.42324528465
1661,3,2,Suburbs,298991.364016144
1945,4,3,Rural Area,355768.8523375424
1580,4,1,Suburbs,295598.374801633
2085,5,1,Rural Area,376304.0119301665
2618,2,1,Suburbs,357581.2277786133
1410,3,1,Suburbs,263638.0566883442
1093,3,3,City Centre,250405.5247440132
1895,5,3,Suburbs,379657.22261248145
1099,1,3,City Centre,244357.0868709017
1013,1,2,Rural Area,192071.2211778536
2395,3,1,Rural Area,395728.31541123404
2631,2,1,City Centre,387527.70721399365
1566,1,1,Rural Area,258026.54272720034
2457,4,1,Rural Area,390847.7880321633
1309,5,3,Suburbs,306879.57899464574
2680,2,2,City Centre,389978.37485660077
1588,1,2,Rural Area,293977.3216767082
789,3,1,City Centre,187397.5261013757
2923,5,3,Suburbs,493176.76332095143
1268,1,2,Rural Area,208643.28549553637
970,3,2,Rural Area,228943.02620826307
2696,1,1,City Centre,360600.1124988053
587,5,2,Rural Area,245987.05520588462
2943,4,1,City Centre,441643.4554737894
1289,4,3,Rural Area,316029.69841386867
2164,3,1,Suburbs,350487.81732772046
1809,4,2,Suburbs,334342.1658021481
1364,5,1,City Centre,315866.74765293073
1793,3,1,Rural Area,284963.46751291456
523,1,1,Rural Area,132130.73923425455
2386,2,1,City Centre,334312.383986562
810,1,1,Suburbs,173446.49608368526
1984,5,1,Suburbs,315857.2578517732
1731,3,2,Suburbs,305111.55164988234
2985,1,1,City Centre,392632.2171475318
1205,3,2,Suburbs,309899.47649501933
1859,4,1,City Centre,331894.63380917057
921,2,3,Suburbs,205459.02466083894
2273,5,1,Suburbs,405787.70590697706
2868,1,2,City Centre,373194.7303699915
1446,2,2,Rural Area,237442.01322528414
1686,5,3,Rural Area,367253.57590106234
2334,5,1,Rural Area,424851.8560067819
2064,4,3,Suburbs,365365.1653858173
1348,3,1,Suburbs,255571.71329045176
2089,3,1,Rural Area,347756.962859608
1818,2,2,Suburbs,322254.28697407537
2589,4,3,Suburbs,462424.5506979608
2447,5,3,Rural Area,425754.9786690816
